id,saleprice
1050,104139.1526912672
1095,227855.72626285686
2709,157025.8682130722
758,158768.7712083324
1496,155930.22915427666
2370,136518.20824981143
2458,288819.8083970628
2733,146921.94582625933
161,296310.3034906619
726,164605.23477240955
845,215863.2306087556
947,257514.10227242415
2232,98559.69147787837
2563,131560.029376016
2299,142649.62798270374
211,79821.7776001409
605,172884.69850422302
1478,210842.4209685924
2247,275445.00699401577
2274,183467.18823841366
2869,216826.06726109446
967,220313.88886561967
2656,98942.5203612101
667,223273.65177496348
1042,130874.71301224013
2023,167285.1865326895
2447,365760.39290876745
2055,113946.65812884877
2275,272372.954679323
2204,183206.91306062415
1563,268265.59093269985
483,237175.87491594057
796,159687.03281018394
1526,143407.46133456542
2042,154679.2582802932
442,340750.91088185506
1693,305028.00942240923
1468,235668.08462081954
1430,181963.02592749218
2605,207437.46101426496
1529,203892.063219378
335,130615.46091049758
1287,121892.04770566605
31,121228.76136307104
1785,311591.39645467757
82,164526.14148035902
2620,131447.04327335348
252,181518.29118827265
721,77927.73661759112
2165,196445.77273207635
2316,181959.77953766275
775,130649.74980454147
1558,84996.6031531716
17,225453.54153395654
1022,252340.16500734852
925,125169.38493598753
438,270913.8011995461
1270,145152.63952691108
1272,114857.03796025563
215,153634.09749921982
266,241159.42416964087
2402,282547.1702045733
1250,124539.23306034703
1984,128723.62302891538
1279,140498.54565930972
377,257029.33665933844
1252,136128.1113395677
2156,277167.73938299785
499,319339.3367626644
1374,122606.81898109161
2898,221595.47814321436
401,105341.16404931399
2721,178318.78682860243
2078,240292.9482494325
2589,110565.16886765626
1946,218748.11372611905
1334,116700.22048381064
2781,236647.81032971444
431,374088.96904237766
576,223179.8282739151
1474,226541.23112808669
2254,127401.05902863899
2155,288071.37925272586
885,100691.87002420519
643,130625.62616283551
1944,126357.68051075551
480,214862.73882282642
2845,111308.17612770607
2387,289669.5176121041
2407,214325.4504987643
2527,175736.84951311303
2514,165052.21206678834
629,153264.0381917631
80,215975.18727705744
1876,136044.99061850272
1546,105595.06700910872
2518,190717.20332511188
2347,171434.96314820158
783,191121.7566291208
1322,40765.95697772532
194,87465.24251121702
1770,292193.89725208166
2143,151483.57120885793
1229,215476.28496062825
511,284580.50755469396
46,233615.9908613927
1348,174859.10989429592
2465,192168.94066559395
387,245624.62539414992
873,240089.10935434198
1918,110708.93493512669
2764,250503.06778699125
2184,92835.98940943531
934,168173.8873404197
1920,122793.18485546717
2631,156777.34063943126
1768,477130.4482764106
2040,108537.89730184665
1749,225718.90948199888
834,229242.4726857508
1457,241487.88215760805
79,123482.97122110904
2302,108393.50564846722
1817,144463.57719288126
2755,239683.74886895844
359,186008.2358021735
2059,103222.34693407745
2092,266481.37530980527
2516,225118.16084305907
150,93213.17444165761
1656,151276.04487845453
83,100791.29508233839
2411,204638.58785764454
795,63233.352974041016
2312,224964.73004116386
2917,108709.20423871011
1624,194688.52116594627
2215,269920.102911219
1211,154885.74423421558
1485,190678.40723514406
1024,195256.0364543387
570,220045.1903458204
2874,140453.39080607647
700,163211.91215968248
2756,205386.03531309147
2022,159852.74790561898
583,216381.33332791564
2392,355407.57947820355
2424,209734.51753793855
212,98476.17235652742
736,114438.61053337704
1610,174500.60736350564
890,119206.84629410692
467,198048.9183939317
578,233982.42261071398
1747,199070.5302346989
1149,181897.48272558767
2758,250107.7963535086
857,138125.50331357424
2219,274426.4885388289
733,100772.0044232189
2909,124165.55813819566
1798,260136.43018370215
235,121870.16162228538
2366,154749.80857488012
1027,128419.88413955865
1195,142288.59799112426
1303,28888.94465746061
148,188715.8926886724
608,159362.93935036147
2515,194498.80148799112
821,283249.8192483088
2500,263194.7917869006
745,100037.88317709486
741,124475.60877466702
1611,127472.01602394506
2532,118201.4998612376
1081,247052.618208669
1692,380323.9716029024
2520,212456.15848384006
276,109136.91172706988
1992,125757.2081933578
663,14721.098740471993
418,133171.55794545123
1733,198595.28607219004
2359,153681.93168487563
253,202180.74238352978
1518,181968.2610131927
2035,149155.82449655456
2919,70132.13887189113
1540,220600.9304777492
2120,142079.7672558839
1674,191408.44312269264
256,142782.67993285495
2361,81722.29989649961
978,84082.36710663605
2280,134428.78603100276
2095,246978.63514645095
1709,316046.2192179357
2801,233936.62841858156
1246,105833.41752738575
2373,116500.17496111093
1055,272936.63727135654
2017,135829.9636171672
1099,288215.5920653151
1344,75133.79454170243
835,163590.02059717674
1117,218997.10236242635
2043,91338.68793867494
2085,130462.27949606872
410,169971.52271053614
2650,112366.18335444923
2867,164637.1621550956
1668,107217.16768405866
1161,179240.23118822498
2122,185228.72129366442
2539,132286.08595224516
1047,139416.74137800792
1445,111734.92658299312
541,119113.93442209484
569,222513.0879919926
1276,120404.37888924032
918,139515.92946235137
326,166075.3793143964
1936,117545.42339564825
895,87168.73167057184
257,135229.06258421624
1241,181470.4166134178
1545,114041.08733741567
1189,187557.46948723006
270,171052.6303165824
2066,226442.25895663654
693,108934.33464230411
1259,175620.9581298848
2916,154353.81741938938
2321,281199.9632633339
1977,97085.8140323431
1895,160223.36316279136
1240,159933.9914424927
85,156353.24444964773
1823,111172.2468219488
825,289468.0744816896
110,237942.6750067881
697,131568.3902923176
2297,104255.76648165786
1231,131602.09712127817
1355,131815.30532299634
968,355138.330918406
584,225047.98155163857
1315,136113.32747442578
1606,128035.46685412386
206,92872.27205273102
1685,341007.54255711776
2016,132193.241628428
869,206521.6520321482
2135,122989.8779181065
2346,181996.70510212507
2430,250153.84295966837
2198,84635.9520368952
2652,121864.62256043032
27,110507.42832119227
241,167737.00485523778
906,138090.13643396285
1506,109758.27018228057
2098,334736.8077854604
1435,217508.76741716382
2213,122717.12187115394
1274,136939.72757294157
743,10280.843197152426
1737,202180.77024034888
2797,281960.1235949792
2185,57159.86787344725
58,184110.7914416818
830,213784.4460767213
808,125583.04658275843
680,138427.74302278017
1153,112322.20091879903
1291,159292.4168671046
1818,181397.50634810608
2161,192726.43394674966
1883,116773.15374625556
350,322388.86645396694
2473,131879.39927330334
295,191324.23245423485
293,214185.06397074112
859,113488.07630217297
288,69377.35875773476
1578,148792.5675939418
102,219758.29061701964
2831,187584.86558410258
1030,159139.42765785125
2551,129427.58620764723
1286,156497.35040517536
958,307880.8790645993
776,116405.88837580045
72,234634.59613735753
2263,249453.72098557337
1866,153152.97376077645
2876,54369.62531263416
2146,255101.25121733954
103,196687.7761607872
1500,153087.59031429002
492,167802.04398391023
167,130258.39128499595
2597,112403.76455619407
2685,112435.88174148113
1035,148646.11243520048
1220,38161.32603459974
2602,160450.4780875647
2159,224734.38430152787
695,173986.8850572483
1109,255517.50226014538
640,183928.10491232818
1652,167547.481918331
2090,169429.62428494985
1188,184283.66838656855
2345,234289.69963108376
1059,357194.8410790968
2751,223917.70869769505
128,224871.6826406665
1523,189458.13555362076
2925,170577.41980790743
2145,292460.5041050799
1121,219116.1632735188
566,270633.62133879296
565,241833.2794075132
1331,141033.12230901571
2928,112079.28241058858
156,133124.63741148636
797,156644.6210878346
327,97516.83114831813
2859,140883.55708863202
1453,104781.40987186308
1762,318409.1278116697
1868,210204.3071690105
1760,173606.24391879432
1113,257857.32225829817
1812,203847.82639649964
117,154457.84683384735
1142,223889.3111107063
2342,357708.7036919319
927,128244.97060002165
2478,165603.32747716096
655,61957.24561692064
2064,120645.67036658339
369,251273.63585674542
2239,126873.63473574782
2732,208571.8143657674
1653,175487.4839519848
959,188621.29257964855
2395,322045.82302829216
1412,102879.72954484017
271,251756.0974696438
1484,187109.74220363412
1497,150811.6143468821
552,153643.89656876726
2,114173.79122456978
1855,305354.69018267945
4,268882.5636548741
2292,159375.50784486136
134,145987.13076532597
646,98401.56610236468
42,311581.4442605614
532,224064.92726760346
713,97108.10137140239
2561,137836.84860449808
2360,118147.52756791806
1333,134147.7946048904
1407,201297.62885719433
2892,285008.796177097
574,245974.351779807
1227,195749.15505506145
2591,230768.50794110517
1476,233418.8513635184
1125,279758.78460002353
1446,153993.19617726642
408,125403.79347935121
1101,289062.98519022064
2251,218615.17014111427
373,195640.08982747083
2554,114424.23478608858
2382,254154.82174147607
1985,82934.94635708036
519,228901.77969900542
1093,186045.47923213115
864,255469.1337476623
2889,147213.712246128
2308,202744.23511930963
986,141959.6849683514
1302,143662.72051008756
585,158001.45741233614
2708,140715.31724727713
147,129530.88227974856
1441,237094.14993484726
383,191883.17853210063
285,163261.47224879905
181,114008.7545105773
358,204567.31298496085
780,185940.94888706075
258,194455.62186225748
1865,212912.87239380006
692,123567.50841609121
2902,311143.45952537504
508,249376.7542126706
2638,135589.59502721264
36,166676.02892542887
611,175748.56588528864
2281,115355.30094733625
1678,152045.1954422947
1696,395191.6230262453
1557,70839.75942780741
2180,147074.003659792
1726,235541.11312183598
951,142554.63319473097
267,239247.51162639738
2706,132908.787854339
2221,218016.13826117595
1357,159340.99307987315
2901,306002.8960527602
347,190597.05839367432
2164,202939.34191273677
1586,303470.61938613956
360,166158.96310046827
1769,232164.0437570879
2617,161621.5926630369
1879,164044.40621275245
991,211625.0233946878
1535,108427.70433243061
1191,146838.99892561173
1579,203591.61844537675
1882,124283.4211381803
1510,113205.77283276035
2196,157450.56682589313
1845,206620.06867277622
2336,335693.94885877543
942,95631.8322790385
861,122129.31337854755
2555,97726.92692488735
1392,164011.8848568144
2099,264272.17616883
1543,147631.00699643616
948,273072.61175381066
1239,167870.17408931092
22,197136.52274207014
2796,247640.90341903642
2747,210217.44833607075
92,282957.20868601743
210,176540.62656165962
1858,228821.60282382788
2228,167475.08554159873
447,215718.30042341154
827,262516.2252674275
1649,242286.57145237806
682,125318.62909361499
2698,117030.64541450248
494,164727.71160932642
214,105393.66674736666
2441,236843.7736973659
2679,112974.3175228486
1336,113982.94179137994
465,210078.9936120679
1524,140609.86515033047
2543,115424.93020898988
631,152284.27159611916
2452,300179.6649647838
228,166810.31823607476
126,169242.80832274968
1092,236675.20514244237
1122,201774.2824566015
932,201889.62714576744
1980,86994.89778390003
2171,106852.28012795595
551,150424.85755571153
2768,164658.15587716328
2056,102702.79569698079
1159,333069.58783509047
2645,142329.9755372589
1174,200872.52241839305
2266,231206.98712895322
2462,355934.01878872945
1219,139457.03185466013
2922,181984.82540732983
118,138018.15011358075
474,205263.66692701483
2576,150266.8104613521
872,283949.9082586755
1077,236205.18040704273
1536,138846.00808272057
1150,119103.16545272537
2341,288568.60905175866
1931,149777.53972007358
2785,121495.99887577049
2538,121721.70744824503
597,210579.5419086028
464,209339.87948505173
233,228573.4977578437
2169,137140.5575687677
2123,167470.70855272142
1867,167306.25911965524
137,251004.82440385444
515,221225.01450466563
933,130064.26799532864
2784,170481.1219447879
972,171828.3245791226
599,163668.0825752956
2614,130873.23121595965
2582,144818.95993459132
1409,170435.6567086575
175,110882.00653608877
352,191222.70517400827
976,99891.21228240465
2134,206555.1009240162
984,96488.61793521233
2396,325049.39132153697
1673,145006.582373742
404,142175.29857796186
607,175046.1160540341
814,188613.01634596684
868,196174.22532954754
2271,204858.29565644718
1633,243633.8620178561
337,178282.96079106606
2765,171659.79177575256
1746,255611.64731986693
368,293029.40807993244
2806,220249.39559040673
1662,186259.11411884055
1234,235895.30660217092
1373,127954.44243204815
1672,106278.84235920513
1939,124311.73648158042
